created_on,operation,property_type,place_with_parent_names,lat-lon,lat,lon,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,floor,rooms,expenses,properati_url,barrio,comuna
2017-11-12,sell,apartment,|Argentina|Capital Federal|Balvanera|,"-34.5993229871,-58.4016707743",-34.5993229871,-58.4016707743,110000.0,41.0,34.0,2682.926829268293,,,870.0,https://www.properati.com.ar/1i1xv_venta_departamento_balvanera_balcon_hidromasaje_parrilla_garage_amenities_subte-linea-d_subte-linea-b_subte-linea-h_apto-credito-hipotecario_vaira-propiedades,RECOLETA,2.0
2017-11-13,sell,apartment,|Argentina|Capital Federal|Barrio Norte|,"-34.5897483,-58.4061564",-34.5897483,-58.4061564,365000.0,64.0,55.0,5703.125,,3.0,,https://www.properati.com.ar/1i23y_venta_departamento_barrio-norte_baulera_gimnasio_parrilla_piscina_sum_luminoso_sauna_lujoso_garage_subte-linea-d_subte-linea-h_bryan-real-estate,RECOLETA,2.0
2017-11-13,sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.5928800591,-58.3980068143",-34.5928800591,-58.398006814300004,325000.0,120.0,100.0,2708.333333333333,,3.0,,https://www.properati.com.ar/1i2bj_venta_departamento_recoleta_toilette_luminoso_aire-acondicionado_doble-circulacion_subte-linea-d_subte-linea-h_integra-real-estate_fuw,RECOLETA,2.0
2017-11-13,sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.5876744,-58.3869388",-34.5876744,-58.38693879999999,420000.0,102.0,100.0,4117.64705882353,,4.0,,https://www.properati.com.ar/1i2bk_venta_departamento_recoleta_hidromasaje_patio_luminoso_lujoso_placard_subte-linea-h_integra-real-estate_fuw,RECOLETA,2.0
2017-11-13,sell,apartment,|Argentina|Capital Federal|Barrio Norte|,"-34.59338,-58.405219",-34.593379999999996,-58.405218999999995,330000.0,147.0,147.0,2244.8979591836733,,4.0,,https://www.properati.com.ar/1i2cz_venta_departamento_barrio-norte_balcon_baulera_lavadero_terraza_luminoso_subte-linea-d_subte-linea-h_zimmer-sarmiento-propiedades,RECOLETA,2.0
2017-11-14,sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.5958883618,-58.3941659693",-34.5958883618,-58.394165969300005,385000.0,158.0,140.0,2436.7088607594933,,4.0,,https://www.properati.com.ar/1i2pu_venta_departamento_recoleta_lavadero_patio_luminoso_dependencias_subte-linea-d_alberto-bieule-propiedades_h15,RECOLETA,2.0
2017-11-14,sell,apartment,|Argentina|Capital Federal|Barrio Norte|,"-34.5895459,-58.3973636",-34.5895459,-58.397363600000006,360000.0,66.0,62.0,5454.545454545455,,2.0,,https://www.properati.com.ar/1i2uj_alquiler_departamento_barrio-norte_suite_gimnasio_piscina_luminoso_sauna_lujoso_subte-linea-d_subte-linea-h_fauro-negocios-inmobiliarios,RECOLETA,2.0
2017-11-14,sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.5895246,-58.3949546",-34.589524600000004,-58.3949546,340000.0,154.0,154.0,2207.792207792208,,4.0,,https://www.properati.com.ar/1i2zd_venta_departamento_recoleta_suite_lavadero_toilette_vestidor_lujoso_subte-linea-h_inmobalear-servicios-inmobiliarios,RECOLETA,2.0
2017-11-14,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5925039262,-58.411221295",-34.592503926199996,-58.411221295,270000.0,70.0,66.0,3857.142857142857,,3.0,,https://www.properati.com.ar/1i2zs_venta_departamento_palermo_lavadero_luminoso_garage_subte-linea-d_llauro-propiedades_dn0,RECOLETA,2.0
2017-11-14,sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.5915994,-58.3881498",-34.5915994,-58.3881498,,190.0,190.0,,,5.0,,https://www.properati.com.ar/1i2zx_venta_departamento_recoleta_suite_lavadero_luminoso_lujoso_subte-linea-h_escalada-propiedades,RECOLETA,2.0
2017-11-14,sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.5895459,-58.3973636",-34.5895459,-58.397363600000006,107000.0,44.0,44.0,2431.818181818182,,2.0,,https://www.properati.com.ar/1i303_venta_departamento_recoleta_luminoso_subte-linea-d_subte-linea-h_hamra-propiedades,RECOLETA,2.0
2017-11-14,sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.5920561,-58.393558",-34.5920561,-58.393558,335000.0,110.0,110.0,3045.4545454545455,,4.0,5800.0,https://www.properati.com.ar/1i355_venta_departamento_recoleta_balcon_lavadero_toilette_lujoso_dependencias_placard_subte-linea-h_melamud,RECOLETA,2.0
2017-11-14,sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.584161,-58.3905959",-34.584161,-58.3905959,380000.0,112.0,108.0,3392.857142857143,,4.0,4500.0,https://www.properati.com.ar/1i36s_venta_departamento_recoleta_balcon_lujoso_dependencias_impecable_subte-linea-h_sabatini-srl,RECOLETA,2.0
2017-11-14,sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.59909,-58.394179",-34.599090000000004,-58.394179,299000.0,122.0,74.0,2450.8196721311474,,3.0,,https://www.properati.com.ar/1i3xk_venta_departamento_recoleta_terraza_toilette_vestidor_luminoso_garage_subte-linea-d_subte-linea-b_re-max-central,RECOLETA,2.0
2017-11-14,sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.5883358,-58.4035508",-34.588335799999996,-58.40355079999999,76500.0,20.0,20.0,3825.0,,,800.0,https://www.properati.com.ar/1i406_venta_departamento_recoleta_balcon_piscina_luminoso_garage_subte-linea-d_subte-linea-h_mas-propiedades,RECOLETA,2.0
2017-11-15,sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.5905181,-58.3886654",-34.590518100000004,-58.3886654,210000.0,36.0,36.0,5833.333333333332,,1.0,,https://www.properati.com.ar/1i4fl_venta_departamento_recoleta_balcon_lujoso_garage_subte-linea-h_miranda-bosch-real-estate-art_hdy,RECOLETA,2.0
2017-11-15,sell,apartment,|Argentina|Capital Federal|Barrio Norte|,"-34.58956201,-58.39638488",-34.58956201,-58.39638488,168120.0,33.0,33.0,5094.545454545455,,1.0,,https://www.properati.com.ar/1i4fn_venta_departamento_barrio-norte_balcon_lavadero_piscina_garage_estrenar_subte-linea-d_subte-linea-h_l-j-ramos_g89,RECOLETA,2.0
2017-11-15,sell,apartment,|Argentina|Capital Federal|Barrio Norte|,"-34.58956201,-58.39638488",-34.58956201,-58.39638488,205200.0,43.0,43.0,4772.093023255814,,1.0,,https://www.properati.com.ar/1i4fo_venta_departamento_barrio-norte_lavadero_piscina_garage_estrenar_subte-linea-d_subte-linea-h_l-j-ramos_g89,RECOLETA,2.0
2017-11-15,sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.5873131,-58.385084",-34.5873131,-58.385084,255000.0,75.0,72.0,3400.0,,4.0,,https://www.properati.com.ar/1i4go_venta_departamento_recoleta_luminoso_garage_placard_subte-linea-h_toribio-achaval_e6v,RECOLETA,2.0
2017-11-15,sell,apartment,|Argentina|Capital Federal|Barrio Norte|,"-34.58956201,-58.39638488",-34.58956201,-58.39638488,174128.0,34.0,34.0,5121.411764705882,,1.0,,https://www.properati.com.ar/1i4hd_venta_departamento_barrio-norte_lavadero_piscina_garage_estrenar_subte-linea-d_subte-linea-h_l-j-ramos_g89,RECOLETA,2.0
2017-11-15,sell,apartment,|Argentina|Capital Federal|Barrio Norte|,"-34.58956201,-58.39638488",-34.58956201,-58.39638488,179907.0,35.0,35.0,5140.2,,1.0,,https://www.properati.com.ar/1i4hi_venta_departamento_barrio-norte_lavadero_piscina_garage_estrenar_subte-linea-d_subte-linea-h_l-j-ramos_g89,RECOLETA,2.0
2017-11-15,sell,apartment,|Argentina|Capital Federal|Barrio Norte|,"-34.58956201,-58.39638488",-34.58956201,-58.39638488,166590.0,32.0,32.0,5205.9375,,1.0,,https://www.properati.com.ar/1i4hj_venta_departamento_barrio-norte_lavadero_piscina_garage_estrenar_subte-linea-d_subte-linea-h_l-j-ramos_g89,RECOLETA,2.0
2017-11-15,sell,apartment,|Argentina|Capital Federal|Barrio Norte|,"-34.58956201,-58.39638488",-34.58956201,-58.39638488,208747.0,42.0,42.0,4970.166666666667,,1.0,,https://www.properati.com.ar/1i4hk_venta_departamento_barrio-norte_lavadero_piscina_garage_estrenar_subte-linea-d_subte-linea-h_l-j-ramos_g89,RECOLETA,2.0
2017-11-15,sell,apartment,|Argentina|Capital Federal|Barrio Norte|,"-34.58956201,-58.39638488",-34.58956201,-58.39638488,220032.0,44.0,44.0,5000.727272727273,,1.0,,https://www.properati.com.ar/1i4hl_venta_departamento_barrio-norte_lavadero_piscina_garage_estrenar_subte-linea-d_subte-linea-h_l-j-ramos_g89,RECOLETA,2.0
2017-11-15,sell,apartment,|Argentina|Capital Federal|Barrio Norte|,"-34.5892511,-58.4021058",-34.5892511,-58.402105799999994,169000.0,50.0,45.0,3380.0,,2.0,,https://www.properati.com.ar/1i4lv_venta_departamento_barrio-norte_balcon_subte-linea-d_subte-linea-h_magdalena-llerena,RECOLETA,2.0
2017-11-15,sell,apartment,|Argentina|Capital Federal|Barrio Norte|,"-34.5895459,-58.3973636",-34.5895459,-58.397363600000006,155000.0,43.0,37.0,3604.6511627906975,,1.0,,https://www.properati.com.ar/1i4or_venta_departamento_barrio-norte_balcon_gimnasio_piscina_sum_terraza_vestidor_luminoso_garage_amenities_aire-acondicionado_estrenar_subte-linea-d_subte-linea-h_vulcano-propiedades,RECOLETA,2.0
2017-11-15,sell,apartment,|Argentina|Capital Federal|Barrio Norte|,"-34.5895459,-58.3973636",-34.5895459,-58.397363600000006,228000.0,75.0,51.0,3040.0,,1.0,,https://www.properati.com.ar/1i4pg_venta_departamento_barrio-norte_balcon_gimnasio_piscina_sum_terraza_vestidor_luminoso_garage_amenities_aire-acondicionado_estrenar_subte-linea-d_subte-linea-h_vulcano-propiedades,RECOLETA,2.0
2017-11-15,sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.596626,-58.397426",-34.596626,-58.397426,890000.0,424.0,375.0,2099.056603773585,,6.0,,https://www.properati.com.ar/1i5a7_venta_departamento_recoleta_balcon_baulera_suite_lavadero_sotano_placard_subte-linea-d_subte-linea-h_re-max-destino,RECOLETA,2.0
2017-11-15,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.597094,-58.411491",-34.597094,-58.411491000000005,159000.0,55.0,50.0,2890.909090909091,6.0,2.0,,https://www.properati.com.ar/1i5aa_venta_departamento_palermo_piscina_luminoso_garage_aire-acondicionado_estrenar_subte-linea-d_subte-linea-b_re-max-classic,RECOLETA,2.0
2017-11-16,sell,store,|Argentina|Capital Federal|Recoleta|,"-34.5872141119,-58.4034575789",-34.5872141119,-58.4034575789,159000.0,47.0,47.0,3382.9787234042547,,,,https://www.properati.com.ar/1i612_venta_local_recoleta_sotano_subte-linea-d_subte-linea-h_tatana-latorre-lalong_cr9,RECOLETA,2.0
2017-11-16,sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.5939978,-58.3921887",-34.5939978,-58.3921887,230000.0,70.0,70.0,3285.714285714286,,3.0,,https://www.properati.com.ar/1i630_venta_departamento_recoleta_subte-linea-d_j-gancedo-asoc-propiedades_hfe,RECOLETA,2.0
2017-11-16,sell,apartment,|Argentina|Capital Federal|Barrio Norte|,"-34.593724,-58.4006982",-34.593724,-58.40069820000001,235000.0,80.0,80.0,2937.5,,3.0,,https://www.properati.com.ar/1i63x_venta_departamento_barrio-norte_balcon_lavadero_toilette_garage_losa-radiante_doble-circulacion_subte-linea-d_subte-linea-h_inmuebles-reservo-hoy,RECOLETA,2.0
2017-11-16,sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.590371,-58.3908326",-34.590371000000005,-58.3908326,360000.0,100.0,100.0,3600.0,,4.0,,https://www.properati.com.ar/1i65b_venta_departamento_recoleta_lavadero_vestidor_luminoso_lujoso_dependencias_subte-linea-h_exa-propiedades_hqm,RECOLETA,2.0
2017-11-16,sell,apartment,|Argentina|Capital Federal|Barrio Norte|,"-34.5895459,-58.3973636",-34.5895459,-58.397363600000006,350000.0,93.0,68.0,3763.440860215054,,3.0,,https://www.properati.com.ar/1i68h_venta_departamento_barrio-norte_balcon_baulera_suite_hidromasaje_parrilla_patio_piscina_sum_lujoso_garage_amenities_subte-linea-d_subte-linea-h_apto-credito-hipotecario_vulcano-propiedades,RECOLETA,2.0
2017-11-16,sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.5961751,-58.40467",-34.596175099999996,-58.404669999999996,245000.0,67.0,58.0,3656.716417910448,,3.0,,https://www.properati.com.ar/1i6b8_venta_departamento_recoleta_balcon_toilette_luminoso_garage_placard_aire-acondicionado_subte-linea-d_subte-linea-h_rico-sanchez,RECOLETA,2.0
2017-11-16,sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.588329,-58.4035415",-34.588328999999995,-58.4035415,76500.0,20.0,,3825.0,,1.0,1200.0,https://www.properati.com.ar/1i6im_venta_departamento_recoleta_balcon_piscina_luminoso_garage_subte-linea-d_subte-linea-h_mas-propiedades_hcd,RECOLETA,2.0
2017-11-16,sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.5941900895,-58.3905404571",-34.594190089499996,-58.3905404571,480000.0,200.0,172.0,2400.0,,4.0,10000.0,https://www.properati.com.ar/1i6iq_venta_departamento_recoleta_balcon_baulera_jardin_lavadero_luminoso_dependencias_placard_doble-circulacion_subte-linea-d_mussi-calvente_b7t,RECOLETA,2.0
2017-11-16,sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.594789,-58.391991",-34.594789,-58.391991000000004,300000.0,114.0,104.0,2631.578947368421,,3.0,,https://www.properati.com.ar/1i6z2_venta_departamento_recoleta_balcon_baulera_lavadero_toilette_luminoso_lujoso_dependencias_garage_placard_doble-circulacion_subte-linea-d_re-max-total-vi,RECOLETA,2.0
2017-11-17,sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.5930434594,-58.3969988196",-34.5930434594,-58.3969988196,120791.0,38.0,33.0,3178.7105263157896,,1.0,,https://www.properati.com.ar/1i78h_venta_departamento_recoleta_subte-linea-d_subte-linea-h_rg-montes_du0,RECOLETA,2.0
2017-11-17,sell,apartment,|Argentina|Capital Federal|Barrio Norte|,"-34.5915445,-58.4088672",-34.5915445,-58.4088672,230000.0,87.0,82.0,2643.67816091954,,4.0,,https://www.properati.com.ar/1i79g_venta_departamento_barrio-norte_baulera_toilette_luminoso_garage_estrenar_subte-linea-d_subte-linea-h_toribio-achaval_e6y,RECOLETA,2.0
2017-11-17,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5946538,-58.4143368",-34.594653799999996,-58.4143368,243500.0,90.0,90.0,2705.555555555556,,3.0,,https://www.properati.com.ar/1i7a1_venta_departamento_palermo_subte-linea-d_migliorisi-propiedades_cy2,RECOLETA,2.0
2017-11-17,sell,apartment,|Argentina|Capital Federal|Barrio Norte|,"-34.5911578804,-58.3996082037",-34.5911578804,-58.3996082037,130000.0,53.0,42.0,2452.830188679245,,2.0,,https://www.properati.com.ar/1i7d1_venta_departamento_barrio-norte_lavadero_terraza_luminoso_subte-linea-d_subte-linea-h_mll-propiedades_dpg,RECOLETA,2.0
2017-11-17,sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.5895459,-58.3973636",-34.5895459,-58.397363600000006,215000.0,74.0,74.0,2905.4054054054054,,2.0,,https://www.properati.com.ar/1i7ek_venta_departamento_recoleta_balcon_baulera_vestidor_lujoso_garage_subte-linea-h_escalada-propiedades,RECOLETA,2.0
2017-11-17,sell,apartment,|Argentina|Capital Federal|Barrio Norte|,"-34.5895459,-58.3973636",-34.5895459,-58.397363600000006,159000.0,55.0,55.0,2890.909090909091,,2.0,,https://www.properati.com.ar/1i7hw_venta_departamento_recoleta_luminoso_subte-linea-d_subte-linea-h_apto-credito-hipotecario_platinum-real-estate,RECOLETA,2.0
2017-11-17,sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.5896301,-58.3949939",-34.5896301,-58.3949939,420000.0,123.0,118.0,3414.6341463414637,,4.0,7000.0,https://www.properati.com.ar/1i7rk_venta_departamento_recoleta_balcon_lavadero_luminoso_lujoso_dependencias_subte-linea-h_apto-credito-hipotecario_guidetti,RECOLETA,2.0
2017-11-18,sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.5903425,-58.4033295",-34.5903425,-58.403329500000005,180000.0,34.0,34.0,5294.117647058823,,,,https://www.properati.com.ar/1i88e_venta_departamento_recoleta_subte-linea-d_subte-linea-h_melvern-estudio-inmobiliario,RECOLETA,2.0
2017-11-18,sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.5918109,-58.4051816",-34.5918109,-58.4051816,135000.0,45.0,42.0,3000.0,,,2200.0,https://www.properati.com.ar/1i88w_venta_departamento_recoleta_balcon_lavadero_luminoso_placard_subte-linea-d_subte-linea-h_originar-negocios-inmobiliarios,RECOLETA,2.0
2017-11-18,sell,apartment,|Argentina|Capital Federal|Barrio Norte|,"-34.5862705,-58.3976964",-34.586270500000005,-58.3976964,2025000.0,604.0,450.0,3352.6490066225165,,12.0,34000.0,https://www.properati.com.ar/1i8hj_venta_departamento_barrio-norte_balcon_baulera_suite_gimnasio_hidromasaje_lavadero_parrilla_piscina_quincho_terraza_toilette_vestidor_sauna_lujoso_dependencias_garage_aire-acondicionado_subte-linea-h_map-negocios-inmobiliarios_hmz,RECOLETA,2.0
2017-11-18,sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.5901977,-58.3919249",-34.590197700000004,-58.39192489999999,235000.0,89.0,89.0,2640.449438202247,,4.0,4600.0,https://www.properati.com.ar/1i8jj_venta_departamento_recoleta_vicente-lopez_1900_balcon_lavadero_luminoso_subte-linea-h_apto-credito-hipotecario_alejandro-asharabed-trucido,RECOLETA,2.0
2017-11-18,sell,apartment,|Argentina|Capital Federal|Barrio Norte|,"-34.5918246297,-58.4071268408",-34.5918246297,-58.4071268408,250000.0,61.0,53.0,4098.360655737705,,2.0,,https://www.properati.com.ar/1i8me_venta_departamento_barrio-norte_balcon_gimnasio_lavadero_piscina_sum_lujoso_garage_amenities_subte-linea-d_subte-linea-h_david-cipolla-propiedades_eul,RECOLETA,2.0
2017-11-18,sell,apartment,|Argentina|Capital Federal|Barrio Norte|,"-34.5918878813,-58.4071673683",-34.5918878813,-58.4071673683,175000.0,45.0,40.0,3888.888888888889,,1.0,,https://www.properati.com.ar/1i8mg_venta_departamento_barrio-norte_balcon_gimnasio_lavadero_piscina_sum_lujoso_garage_amenities_subte-linea-d_subte-linea-h_david-cipolla-propiedades_eul,RECOLETA,2.0
2017-11-18,sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.5934938919,-58.3968593447",-34.5934938919,-58.396859344700005,420000.0,191.0,191.0,2198.952879581152,,7.0,,https://www.properati.com.ar/1i8sl_venta_departamento_recoleta_lujoso_subte-linea-d_subte-linea-h_bullrich_ebk,RECOLETA,2.0
2017-11-18,sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.5917532,-58.3900042",-34.5917532,-58.3900042,390000.0,100.0,100.0,3900.0,,4.0,,https://www.properati.com.ar/1i8so_venta_departamento_recoleta_balcon_suite_lavadero_toilette_luminoso_lujoso_dependencias_aire-acondicionado_subte-linea-h_j-gancedo-asoc-propiedades_hfe,RECOLETA,2.0
2017-11-18,sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.5956688,-58.3933718",-34.5956688,-58.3933718,255000.0,89.0,89.0,2865.168539325842,,5.0,,https://www.properati.com.ar/1i8sq_venta_departamento_recoleta_balcon_toilette_lujoso_subte-linea-d_j-gancedo-asoc-propiedades_hfe,RECOLETA,2.0
2017-11-18,sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.5895459,-58.3973636",-34.5895459,-58.397363600000006,265000.0,70.0,64.0,3785.714285714286,,2.0,,https://www.properati.com.ar/1i8vu_venta_departamento_recoleta_balcon_hidromasaje_electrogeno_garage_subte-linea-d_subte-linea-h_bienvende-amelia-claro_e77,RECOLETA,2.0
2017-11-18,sell,apartment,|Argentina|Capital Federal|Barrio Norte|,"-34.5975146,-58.3870329",-34.597514600000004,-58.3870329,85000.0,27.0,27.0,3148.1481481481487,,1.0,,https://www.properati.com.ar/1i8wt_venta_departamento_barrio-norte_subte-linea-d_subte-linea-b_apto-credito-hipotecario_llauro-propiedades_dn1,RECOLETA,2.0
2017-11-18,sell,apartment,|Argentina|Capital Federal|Barrio Norte|,"-34.5895459,-58.3973636",-34.5895459,-58.397363600000006,83500.0,35.0,35.0,2385.714285714286,,2.0,,https://www.properati.com.ar/1i8xt_venta_departamento_barrio-norte_balcon_placard_subte-linea-d_subte-linea-h_riveros-negocios-inmobiliarios,RECOLETA,2.0
2017-11-18,sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.5887804,-58.3850601",-34.5887804,-58.385060100000004,1290000.0,295.0,295.0,4372.8813559322025,,6.0,,https://www.properati.com.ar/1i8zf_venta_departamento_recoleta_montevideo_1900_balcon_baulera_suite_jardin_lavadero_toilette_vestidor_luminoso_lujoso_dependencias_garage_aire-acondicionado_losa-radiante_subte-linea-h_vector-house,RECOLETA,2.0
2017-11-18,sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.587061,-58.405488",-34.587061,-58.405488,228000.0,77.0,65.0,2961.038961038961,1.0,3.0,,https://www.properati.com.ar/1i956_venta_departamento_recoleta_balcon_baulera_lavadero_patio_garage_subte-linea-d_re-max-premium,RECOLETA,2.0
2017-11-19,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5976546,-58.4150097",-34.597654600000006,-58.415009700000006,122000.0,48.0,43.0,2541.6666666666665,,2.0,,https://www.properati.com.ar/1i9e0_venta_departamento_palermo_balcon_subte-linea-b_migliorisi-propiedades_cy2,RECOLETA,2.0
2017-11-19,sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.5983584,-58.3869957",-34.598358399999995,-58.38699570000001,120000.0,42.0,42.0,2857.142857142857,,2.0,,https://www.properati.com.ar/1i9ft_venta_departamento_recoleta_subte-linea-d_subte-linea-b_apto-credito-hipotecario_rico-sanchez,RECOLETA,2.0
2017-11-19,sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.5895459,-58.3973636",-34.5895459,-58.397363600000006,420000.0,160.0,160.0,2625.0,,5.0,,https://www.properati.com.ar/1i9gf_venta_departamento_recoleta_suite_luminoso_lujoso_dependencias_garage_placard_subte-linea-d_subte-linea-h_rico-sanchez,RECOLETA,2.0
2017-11-21,sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.5991960963,-58.3882665497",-34.5991960963,-58.388266549700006,216000.0,81.0,81.0,2666.6666666666665,,3.0,,https://www.properati.com.ar/1i9vq_venta_departamento_recoleta_lavadero_toilette_luminoso_garage_impecable_subte-linea-d_subte-linea-b_platinum-real-estate_dv2,RECOLETA,2.0
2017-11-21,sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.5908177568,-58.3892955153",-34.5908177568,-58.3892955153,490000.0,140.0,129.0,3500.0,,5.0,,https://www.properati.com.ar/1i9vu_venta_departamento_recoleta_baulera_lavadero_toilette_lujoso_dependencias_garage_subte-linea-h_ibarzabal-servicios-inmobiliarios_eps,RECOLETA,2.0
2017-11-21,sell,apartment,|Argentina|Capital Federal|Barrio Norte|,"-34.5895459,-58.3973636",-34.5895459,-58.397363600000006,220000.0,67.0,67.0,3283.582089552239,,3.0,,https://www.properati.com.ar/1i9w8_venta_departamento_barrio-norte_gimnasio_lavadero_piscina_sum_sauna_lujoso_garage_subte-linea-d_subte-linea-h_guimat-propiedades_e7u,RECOLETA,2.0
2017-11-21,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5956796,-58.4138941",-34.595679600000004,-58.4138941,287000.0,102.0,95.0,2813.7254901960778,,4.0,4200.0,https://www.properati.com.ar/1ia2g_venta_departamento_palermo_balcon_toilette_lujoso_dependencias_doble-circulacion_subte-linea-d_embassy-net,RECOLETA,2.0
2017-11-21,sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.5968436,-58.41436",-34.5968436,-58.414359999999995,149000.0,45.0,41.0,3311.1111111111113,,1.0,,https://www.properati.com.ar/1iad6_venta_departamento_almagro_balcon_lavadero_parrilla_terraza_luminoso_amenities_integra-real-estate_fuw,RECOLETA,2.0
2017-11-21,sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.5971253,-58.3871037",-34.597125299999995,-58.387103700000004,17376.63,120.0,110.0,144.80525,,,8000.0,https://www.properati.com.ar/1iafm_venta_departamento_recoleta_balcon_baulera_lavadero_toilette_lujoso_subte-linea-d_subte-linea-b_inmobiliaria-lavaque,RECOLETA,2.0
2017-11-22,sell,apartment,|Argentina|Capital Federal|Barrio Norte|,"-34.5941658,-58.3980163",-34.5941658,-58.398016299999995,1200000.0,,378.0,,,9.0,15000.0,https://www.properati.com.ar/1ian1_venta_departamento_barrio-norte_suite_vestidor_lujoso_dependencias_garage_impecable_aire-acondicionado_subte-linea-d_subte-linea-h_narvaez-y-cia,RECOLETA,2.0
2017-11-22,sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.5962123,-58.3975476",-34.5962123,-58.3975476,229000.0,78.0,78.0,2935.897435897436,,2.0,4807.0,https://www.properati.com.ar/1iant_venta_departamento_recoleta_patio_dependencias_placard_subte-linea-d_subte-linea-h_korn-emprendimientos,RECOLETA,2.0
2017-11-22,sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.5946539,-58.3873006",-34.5946539,-58.3873006,300000.0,139.0,139.0,2158.273381294964,,3.0,,https://www.properati.com.ar/1iaur_venta_departamento_recoleta_lavadero_patio_lujoso_placard_subte-linea-d_norbaires-propiedades_huj,RECOLETA,2.0
2017-11-22,sell,apartment,|Argentina|Capital Federal|Barrio Norte|,"-34.5895459,-58.3973636",-34.5895459,-58.397363600000006,1080000.0,257.0,247.0,4202.334630350195,,5.0,,https://www.properati.com.ar/1ib05_venta_departamento_recoleta_suite_lujoso_subte-linea-h_garcilazo-operaciones-inmobiliarias_du9,RECOLETA,2.0
2017-11-22,sell,apartment,|Argentina|Capital Federal|Barrio Norte|,"-34.5987274,-58.3958508",-34.598727399999994,-58.39585079999999,135000.0,45.0,45.0,3000.0,,1.0,,https://www.properati.com.ar/1ib0z_venta_departamento_barrio-norte_lavadero_luminoso_subte-linea-d_subte-linea-b_subte-linea-h_j-gancedo-asoc-propiedades_hfe,RECOLETA,2.0
2017-11-22,sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.588996,-58.4025437",-34.588996,-58.4025437,415000.0,135.0,125.0,3074.074074074074,,4.0,,https://www.properati.com.ar/1ib1x_venta_departamento_recoleta_balcon_baulera_lavadero_terraza_toilette_luminoso_subte-linea-d_subte-linea-h_apto-credito-hipotecario_fauro-negocios-inmobiliarios,RECOLETA,2.0
2017-11-22,sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.5890337,-58.3871146",-34.58903370000001,-58.387114600000004,2500000.0,400.0,400.0,6250.0,,5.0,,https://www.properati.com.ar/1ib4q_venta_departamento_recoleta_suite_jardin_lavadero_toilette_vestidor_garage_subte-linea-h_duprat-inmobiliaria_dxe,RECOLETA,2.0
2017-11-22,sell,apartment,|Argentina|Capital Federal|Barrio Norte|,"-34.589931,-58.402743",-34.589931,-58.40274300000001,82000.0,22.0,21.0,3727.2727272727284,,1.0,800.0,https://www.properati.com.ar/1ibf1_venta_departamento_barrio-norte_luminoso_subte-linea-d_subte-linea-h_izrastzoff-agentes-inmobiliarios,RECOLETA,2.0
